City,Venue,Show_Time,Category,Max_Seats,Booked_Seats,Price,Collection,Max_Collection,Occupancy
"Bijapur","Apsara Cineplex 70 mm: Bijapur","12:00 PM","","390","108","250.00","27000.00","97500.00","27.69%"
"Bijapur","Apsara Cineplex 70 mm: Bijapur","12:00 PM","","84","0","250.00","0.00","21000.00","0.00%"
"Bijapur","Apsara Cineplex 70 mm: Bijapur","03:00 PM","","390","47","250.00","11750.00","97500.00","12.05%"
"Bijapur","Apsara Cineplex 70 mm: Bijapur","03:00 PM","","84","0","250.00","0.00","21000.00","0.00%"
"Bijapur","Sri Lakshmi Theatre: Vijayapura (Bijapur)","12:00 PM","","21","13","250.00","3250.00","5250.00","61.90%"
"Bijapur","Sri Lakshmi Theatre: Vijayapura (Bijapur)","12:00 PM","","126","36","200.00","7200.00","25200.00","28.57%"
"Bijapur","Sri Lakshmi Theatre: Vijayapura (Bijapur)","03:00 PM","","21","4","250.00","1000.00","5250.00","19.05%"
"Bijapur","Sri Lakshmi Theatre: Vijayapura (Bijapur)","03:00 PM","","126","24","200.00","4800.00","25200.00","19.05%"
"Bijapur","Sri Lakshmi Theatre: Vijayapura (Bijapur)","06:00 PM","","21","11","250.00","2750.00","5250.00","52.38%"
"Bijapur","Sri Lakshmi Theatre: Vijayapura (Bijapur)","06:00 PM","","126","2","200.00","400.00","25200.00","1.59%"
"Bijapur","Sri Lakshmi Theatre: Vijayapura (Bijapur)","09:00 PM","","21","0","250.00","0.00","5250.00","0.00%"
"Bijapur","Sri Lakshmi Theatre: Vijayapura (Bijapur)","09:00 PM","","126","7","200.00","1400.00","25200.00","5.56%"
"Magadi","Sri Balaji Chitramandira: Magadi","10:30 AM","","84","42","150.00","6300.00","12600.00","50.00%"
"Magadi","Sri Balaji Chitramandira: Magadi","10:30 AM","","172","2","120.00","240.00","20640.00","1.16%"
"Magadi","Sri Balaji Chitramandira: Magadi","01:30 PM","","84","22","150.00","3300.00","12600.00","26.19%"
"Magadi","Sri Balaji Chitramandira: Magadi","01:30 PM","","172","2","120.00","240.00","20640.00","1.16%"
"Magadi","Sri Balaji Chitramandira: Magadi","04:30 PM","","84","10","150.00","1500.00","12600.00","11.90%"
"Magadi","Sri Balaji Chitramandira: Magadi","04:30 PM","","172","6","120.00","720.00","20640.00","3.49%"
"Magadi","Sri Balaji Chitramandira: Magadi","07:30 PM","","84","68","150.00","10200.00","12600.00","80.95%"
"Magadi","Sri Balaji Chitramandira: Magadi","07:30 PM","","172","6","120.00","720.00","20640.00","3.49%"
"Mudhol","Suryavanshi Multiplex: Mudhol","12:00 PM","","36","24","150.00","3600.00","5400.00","66.67%"
"Mudhol","Suryavanshi Multiplex: Mudhol","03:00 PM","","36","19","150.00","2850.00","5400.00","52.78%"
"Mudhol","Suryavanshi Multiplex: Mudhol","06:00 PM","","36","7","150.00","1050.00","5400.00","19.44%"
"Mudhol","Suryavanshi Multiplex: Mudhol","09:00 PM","","36","3","150.00","450.00","5400.00","8.33%"
"Belur","Sri Renuka Talkies: Belur","06:30 AM","","48","0","150.00","0.00","7200.00","0.00%"
"Belur","Sri Renuka Talkies: Belur","06:30 AM","","310","0","120.00","0.00","37200.00","0.00%"
"Belur","Sri Renuka Talkies: Belur","10:00 AM","","48","0","150.00","0.00","7200.00","0.00%"
"Belur","Sri Renuka Talkies: Belur","10:00 AM","","310","0","120.00","0.00","37200.00","0.00%"
"Belur","Sri Renuka Talkies: Belur","01:00 PM","","48","0","150.00","0.00","7200.00","0.00%"
"Belur","Sri Renuka Talkies: Belur","01:00 PM","","310","8","120.00","960.00","37200.00","2.58%"
"Belur","Sri Renuka Talkies: Belur","04:00 PM","","356","0","150.00","0.00","53400.00","0.00%"
"Belur","Sri Renuka Talkies: Belur","04:00 PM","","356","0","120.00","0.00","42720.00","0.00%"
"Belur","Sri Renuka Talkies: Belur","07:00 PM","","48","0","150.00","0.00","7200.00","0.00%"
"Belur","Sri Renuka Talkies: Belur","07:00 PM","","310","0","120.00","0.00","37200.00","0.00%"
"Belur","Sri Renuka Talkies: Belur","10:00 PM","","48","0","150.00","0.00","7200.00","0.00%"
"Belur","Sri Renuka Talkies: Belur","10:00 PM","","310","0","120.00","0.00","37200.00","0.00%"
